Coordinates,Traffic,Passenger Frequency,Landmark Proximity
"[16.40899286, 120.60200221]",0.2,1.0,False
"[16.40907824, 120.60195551]",0.8,3.0,False
"[16.40909007, 120.60183858]",0.1,5.0,True
"[16.40904921, 120.60169943]",0.2,6.0,False
"[16.40897107, 120.60163777]",0.4,6.0,True
"[16.40893271, 120.60153683]",0.4,7.0,True
"[16.40889527, 120.60140616]",1.0,8.0,False
"[16.40885937, 120.60130827]",0.4,10.0,True
"[16.40896877, 120.60113993]",0.4,8.0,False
"[16.40914825, 120.60109984]",0.9,8.0,True
"[16.4093347, 120.60109397]",0.3,6.0,False
"[16.40955946, 120.60106703]",0.9,4.0,True
"[16.40976967, 120.60094718]",0.3,9.0,False
"[16.40990193, 120.60082253]",0.7,9.0,False
"[16.41001766, 120.60065348]",0.6,5.0,True
"[16.41009817, 120.60044797]",0.1,6.0,True
"[16.41018942, 120.60028985]",0.6,7.0,False
"[16.41028784, 120.60008001]",0.7,6.0,True
"[16.41040773, 120.5999687]",0.4,7.0,False
"[16.41053993, 120.59988483]",0.6,7.0,False
"[16.41063608, 120.59985285]",0.6,7.0,True
"[16.41068089, 120.59976712]",0.6,1.0,False
"[16.4107861, 120.59972208]",0.7,9.0,False
"[16.41093807, 120.59970651]",0.7,5.0,True
"[16.41109154, 120.59969608]",0.1,3.0,False
"[16.41126395, 120.59966583]",0.7,3.0,False
"[16.41141809, 120.59962009]",0.3,5.0,True
"[16.4115719, 120.59957246]",0.5,2.0,True
"[16.41170264, 120.59949221]",0.4,2.0,True
"[16.41178732, 120.59945747]",0.7,5.0,True
"[16.41194714, 120.59940164]",0.0,7.0,False
"[16.41209606, 120.59944717]",0.4,3.0,False
"[16.41220516, 120.59949304]",0.2,6.0,False
"[16.41230591, 120.59958166]",0.9,9.0,True
"[16.41240167, 120.59966069]",0.6,1.0,True
"[16.41250478, 120.5997143]",0.8,4.0,True
"[16.41261561, 120.59971268]",0.8,3.0,True
"[16.41280336, 120.5996194]",0.7,9.0,False
"[16.41292031, 120.59947913]",0.7,7.0,False
"[16.41304829, 120.59933815]",0.2,6.0,False
"[16.41330184, 120.59932318]",0.2,4.0,False
"[16.41342949, 120.59939968]",0.4,9.0,False
"[16.41360653, 120.59951369]",0.9,6.0,True
"[16.41373009, 120.5995765]",0.1,5.0,False
"[16.41382332, 120.59966812]",0.1,4.0,False
"[16.41390557, 120.5997185]",0.1,5.0,False
"[16.41410855, 120.59958358]",0.4,5.0,True
"[16.41426083, 120.59963798]",0.1,4.0,True
"[16.41436883, 120.59960758]",0.4,3.0,True
"[16.41463852, 120.59959865]",0.3,7.0,True
"[16.41475155, 120.59955282]",0.1,8.0,False
"[16.41484486, 120.59941241]",1.0,2.0,False
"[16.41495727, 120.59935997]",0.7,1.0,True
"[16.41504782, 120.59932517]",0.5,7.0,True
"[16.41516287, 120.59930815]",0.6,1.0,True
"[16.41534051, 120.59933017]",0.7,7.0,False
"[16.41556258, 120.59942857]",0.4,8.0,False
"[16.41575943, 120.59951319]",0.7,2.0,False
"[16.41591659, 120.59953915]",0.3,7.0,False
"[16.41606863, 120.59951654]",0.8,5.0,False
"[16.41619748, 120.59941638]",0.2,4.0,True
"[16.41632688, 120.59930295]",0.5,5.0,False
"[16.41640594, 120.59918099]",0.9,10.0,True
"[16.41652662, 120.59910995]",1.0,5.0,False
"[16.41666598, 120.5991345]",0.4,3.0,True
"[16.41678764, 120.59908171]",0.2,5.0,True
"[16.41684878, 120.5989314]",0.1,10.0,False
"[16.41689456, 120.59877087]",0.3,8.0,True
"[16.41695482, 120.59863157]",0.7,4.0,False
"[16.41706629, 120.59860827]",0.6,1.0,True
"[16.41729738, 120.59872076]",0.5,7.0,False
"[16.41745714, 120.59886067]",0.7,7.0,True
"[16.41762103, 120.59890704]",0.3,9.0,True
"[16.41780887, 120.5988832]",0.6,4.0,False
"[16.41800473, 120.59889699]",0.5,8.0,False
"[16.41818476, 120.5988118]",0.9,4.0,True
"[16.41838698, 120.59878424]",0.8,10.0,False
"[16.41854857, 120.59865857]",1.0,2.0,True
"[16.41869788, 120.5985376]",0.7,7.0,False
"[16.41884603, 120.59839352]",0.5,8.0,False
"[16.4189608, 120.59836947]",0.2,8.0,False
"[16.41906386, 120.59832181]",0.3,2.0,False
"[16.41912761, 120.59825162]",0.1,5.0,False
"[16.4192097, 120.59818087]",0.6,4.0,True
"[16.41917751, 120.59829728]",0.8,2.0,False
"[16.41913463, 120.59840847]",0.5,6.0,True
"[16.41907733, 120.59856876]",0.5,7.0,False
"[16.41908934, 120.59868976]",0.8,1.0,True
"[16.4191856, 120.59879665]",0.2,1.0,True
"[16.41933377, 120.59885823]",0.9,8.0,False
"[16.41951845, 120.59889224]",0.8,8.0,False
"[16.41967474, 120.59892704]",1.0,4.0,True
"[16.41976726, 120.59897896]",0.1,7.0,True
"[16.41987048, 120.59899727]",0.1,8.0,True
"[16.42001858, 120.59902884]",1.0,7.0,True
"[16.42015777, 120.59907266]",0.6,5.0,True
"[16.42030931, 120.59914779]",0.1,8.0,True
"[16.42040717, 120.5991975]",0.3,5.0,True
"[16.42055031, 120.59927961]",0.1,8.0,True
"[16.42069148, 120.59939135]",0.1,9.0,False
"[16.42083713, 120.59952946]",0.5,6.0,True
"[16.42101333, 120.59965887]",0.0,3.0,False
"[16.42116678, 120.5997671]",0.9,10.0,False
"[16.42131989, 120.59989045]",0.1,4.0,True
"[16.42142347, 120.60002444]",0.1,5.0,False
"[16.421561, 120.60011518]",0.7,3.0,True
"[16.42171092, 120.60004515]",0.4,5.0,True
"[16.4217789, 120.5999333]",0.7,5.0,True
"[16.4219062, 120.59972521]",0.0,9.0,True
"[16.42204341, 120.59956605]",0.5,1.0,False
"[16.42216108, 120.59942774]",0.3,3.0,True
"[16.42228576, 120.59931164]",0.6,9.0,False
"[16.42240895, 120.59922938]",0.6,10.0,False
"[16.42261951, 120.59916622]",0.3,4.0,False
"[16.42280542, 120.59920588]",0.6,4.0,False
"[16.42295832, 120.59924893]",0.6,7.0,True
"[16.42313243, 120.59929379]",0.8,4.0,False
"[16.42327127, 120.59929366]",0.4,7.0,False
"[16.42336723, 120.59925582]",0.0,9.0,True
"[16.42345799, 120.59923439]",1.0,1.0,False
"[16.42355044, 120.59912145]",0.8,1.0,False
"[16.42363499, 120.59898939]",0.3,3.0,True
"[16.42379262, 120.59883722]",0.3,1.0,True
"[16.42392162, 120.59866174]",0.6,9.0,False
"[16.42397507, 120.59850783]",0.8,4.0,True
"[16.42411135, 120.5983787]",0.8,8.0,False
"[16.42425025, 120.59828938]",0.3,2.0,False
"[16.42441825, 120.59814146]",0.8,6.0,False
"[16.42458929, 120.5979805]",0.1,8.0,True
"[16.42474407, 120.59784872]",0.1,6.0,True
"[16.42486984, 120.59772061]",0.9,10.0,True
"[16.42497916, 120.59758543]",1.0,9.0,True
"[16.42504521, 120.59745098]",0.5,9.0,False
"[16.42512295, 120.59732923]",0.2,7.0,True
"[16.42519676, 120.59709652]",0.7,9.0,True
"[16.42526033, 120.5968846]",0.4,2.0,False
"[16.42530836, 120.59677044]",0.7,8.0,False
"[16.42538046, 120.59659786]",0.5,10.0,True
"[16.42544435, 120.59640352]",0.3,9.0,False
"[16.42549649, 120.59624066]",0.6,6.0,True
"[16.42553463, 120.59612394]",0.7,3.0,False
"[16.42552981, 120.59601563]",0.9,9.0,True
"[16.42552908, 120.59591337]",0.9,10.0,True
"[16.42549152, 120.59575417]",0.3,9.0,True
"[16.4254355, 120.59555681]",0.1,2.0,True
"[16.42540968, 120.59544936]",0.1,3.0,True
"[16.42538592, 120.59532529]",0.3,9.0,True
"[16.42535957, 120.59521367]",0.3,4.0,False
"[16.4253261, 120.59510387]",0.8,8.0,True
"[16.4253095, 120.59499618]",0.7,3.0,True
"[16.42528691, 120.59479562]",0.2,5.0,True
"[16.42526047, 120.59464753]",0.8,4.0,True
"[16.42524169, 120.59454014]",0.3,5.0,True
"[16.42525408, 120.59443371]",0.8,2.0,True
"[16.42524737, 120.59424632]",1.0,6.0,False
"[16.42537437, 120.59411381]",0.2,6.0,False
"[16.42547668, 120.59398203]",0.2,8.0,False
"[16.42554902, 120.59391939]",0.3,8.0,False
"[16.42565078, 120.59389923]",0.8,2.0,True
"[16.42568245, 120.59387423]",0.8,9.0,False
"[16.42568031, 120.59388138]",0.5,3.0,False
"[16.42573031, 120.59378355]",0.8,7.0,True
"[16.42573582, 120.5936881]",0.7,2.0,False
"[16.42562795, 120.59351182]",0.0,6.0,True
"[16.42553999, 120.59337731]",1.0,4.0,True
"[16.42542162, 120.59324524]",0.9,1.0,False
"[16.42531169, 120.59310807]",0.3,5.0,True
"[16.42519612, 120.59296445]",0.1,8.0,True
"[16.42506592, 120.59281487]",0.3,1.0,False
"[16.4249041, 120.59267114]",0.1,1.0,True
"[16.42474904, 120.59253976]",0.1,2.0,False
"[16.4246314, 120.5924286]",0.4,1.0,False
"[16.42450281, 120.59239071]",0.1,4.0,True
"[16.42415608, 120.59254516]",0.7,7.0,False
"[16.4239427, 120.59270802]",0.7,4.0,False
"[16.42377268, 120.59287351]",0.5,10.0,False
"[16.42361337, 120.59299121]",0.3,8.0,False
"[16.42351407, 120.59306481]",0.6,5.0,True
"[16.42339834, 120.59317035]",0.0,4.0,False
"[16.42327277, 120.5932477]",0.9,3.0,False
"[16.42316521, 120.59331218]",0.3,5.0,False
"[16.42303864, 120.5932924]",0.0,1.0,False
"[16.42294483, 120.59328002]",1.0,2.0,False
"[16.42281912, 120.59325083]",0.1,8.0,False
"[16.42267743, 120.5932313]",0.3,9.0,True
"[16.42252593, 120.59321891]",0.0,6.0,True
"[16.42238123, 120.59320552]",0.8,5.0,True
"[16.42222722, 120.59318774]",0.4,6.0,False
"[16.42204917, 120.59319179]",0.4,5.0,False
"[16.42184739, 120.59319275]",0.2,8.0,True
"[16.42168746, 120.59320697]",1.0,7.0,False
"[16.42153045, 120.59321429]",0.2,7.0,True
"[16.42136529, 120.59321428]",0.4,8.0,True
"[16.42119629, 120.5932033]",0.0,9.0,True
"[16.4210324, 120.59318315]",0.6,5.0,False
"[16.42087342, 120.59314161]",0.4,2.0,True
"[16.42073592, 120.59310836]",0.8,8.0,False
"[16.4206244, 120.59307521]",0.8,2.0,True
"[16.4205084, 120.59304312]",0.8,4.0,True
"[16.42038367, 120.59301598]",0.2,3.0,False
"[16.42026326, 120.59301515]",0.5,3.0,True
"[16.42015008, 120.59306645]",0.6,8.0,True
"[16.42004269, 120.59319778]",0.1,7.0,True
"[16.41991177, 120.59334334]",0.1,6.0,True
"[16.41980589, 120.59348754]",0.2,8.0,False
"[16.41973364, 120.59364961]",0.7,6.0,False
"[16.41969207, 120.59386938]",0.5,1.0,True
"[16.4196738, 120.59408068]",0.0,7.0,False
"[16.41959455, 120.59427683]",0.0,10.0,False
"[16.41949067, 120.5944392]",0.9,9.0,True
"[16.41935806, 120.59459366]",0.8,5.0,True
"[16.41927386, 120.59472136]",0.2,7.0,False
"[16.41911299, 120.59481435]",0.6,6.0,True
"[16.41892206, 120.5948037]",0.5,10.0,False
"[16.41873716, 120.59476297]",0.4,8.0,True
"[16.41854644, 120.59473296]",0.2,9.0,False
"[16.41838031, 120.59472937]",0.5,4.0,False
"[16.41828053, 120.59473178]",0.3,8.0,True
"[16.4182056, 120.59478706]",0.9,10.0,False
"[16.4180888, 120.59486111]",0.3,8.0,True
"[16.41789672, 120.59495704]",0.9,2.0,True
"[16.4177878, 120.59501186]",0.2,6.0,False
"[16.41766268, 120.59512137]",0.8,4.0,True
"[16.41758369, 120.59520057]",0.8,6.0,False
"[16.41752991, 120.59528487]",0.6,9.0,False
"[16.41742673, 120.59537843]",0.1,4.0,True
"[16.41734568, 120.59546424]",0.3,3.0,False
"[16.41725577, 120.59557099]",0.6,5.0,True
"[16.41714005, 120.59570553]",0.6,6.0,True
"[16.41702791, 120.59585048]",1.0,6.0,False
"[16.41695723, 120.5959463]",0.7,3.0,True
"[16.41689615, 120.59602261]",0.6,4.0,True
"[16.41677644, 120.59609752]",0.0,8.0,True
"[16.41657394, 120.59604611]",0.9,7.0,True
"[16.41640108, 120.59601158]",0.8,4.0,True
"[16.41626601, 120.5959686]",0.5,1.0,True
"[16.41611512, 120.59595592]",1.0,8.0,True
"[16.41595769, 120.59595112]",0.3,3.0,False
"[16.41583894, 120.59591271]",0.1,9.0,False
"[16.41569412, 120.59585528]",0.0,6.0,True
"[16.41551449, 120.59581143]",0.4,3.0,True
"[16.41537845, 120.59577807]",0.3,2.0,True
"[16.41522322, 120.59575036]",0.0,7.0,False
"[16.41503192, 120.59570549]",0.9,6.0,False
"[16.41491693, 120.59567329]",0.5,8.0,False
"[16.41480759, 120.59562301]",0.0,2.0,True
"[16.41464605, 120.5955896]",0.8,2.0,True
"[16.41451651, 120.59556046]",0.9,8.0,True
"[16.41437078, 120.59550833]",0.6,9.0,True
"[16.41426557, 120.59547819]",0.6,5.0,False
"[16.41410726, 120.59542616]",0.2,7.0,True
"[16.41399683, 120.59536719]",0.5,1.0,False
"[16.41389661, 120.59528718]",0.9,9.0,True
"[16.41380077, 120.59519894]",0.1,2.0,True
"[16.41367398, 120.59508669]",0.2,10.0,False
"[16.41354261, 120.59496559]",0.2,3.0,False
"[16.41334194, 120.59491706]",0.6,5.0,True
"[16.4132232, 120.59495367]",0.4,7.0,False
"[16.41306816, 120.59511539]",0.1,1.0,False
"[16.41296068, 120.59522]",0.8,2.0,False
"[16.4128794, 120.59533117]",1.0,4.0,False
"[16.41280055, 120.59540692]",0.9,2.0,True
"[16.41272314, 120.59546587]",0.8,2.0,False
"[16.41259754, 120.59556479]",0.6,5.0,True
"[16.41250671, 120.59564896]",0.3,6.0,False
"[16.41239966, 120.59576057]",0.1,7.0,False
"[16.41233714, 120.59584091]",0.8,6.0,True
"[16.41225302, 120.59595111]",0.2,8.0,False
"[16.41215906, 120.59605531]",0.7,4.0,True
"[16.41203179, 120.59619135]",0.5,5.0,False
"[16.41192766, 120.59630577]",0.3,2.0,True
"[16.41181493, 120.59642457]",0.3,6.0,False
"[16.41169955, 120.59653594]",0.6,2.0,False
"[16.41156441, 120.59666113]",0.3,7.0,True
"[16.411359, 120.59687203]",0.3,9.0,True
"[16.4112406, 120.59697032]",0.9,10.0,True
"[16.41115571, 120.5970342]",0.8,6.0,False
"[16.41101736, 120.59720696]",0.0,9.0,False
"[16.41088699, 120.5972695]",0.0,1.0,True
"[16.4107041, 120.59726681]",0.2,10.0,False
"[16.41052071, 120.59725993]",0.4,10.0,False
"[16.41032808, 120.59724717]",0.3,3.0,False
"[16.41017489, 120.59721763]",0.1,7.0,True
"[16.41001491, 120.59719615]",0.4,7.0,True
"[16.40984896, 120.59717376]",0.2,3.0,True
"[16.40971987, 120.5971457]",0.2,2.0,True
"[16.40958472, 120.59714081]",0.8,6.0,False
"[16.40948963, 120.59713105]",0.7,2.0,True
"[16.4092977, 120.59720857]",0.3,4.0,True
"[16.40912977, 120.59729659]",0.7,8.0,True
"[16.40900438, 120.59735614]",0.1,2.0,True
"[16.40889985, 120.597403]",0.6,8.0,True
"[16.40875299, 120.59748207]",0.7,9.0,True
"[16.40858944, 120.59755901]",1.0,5.0,True
"[16.40840202, 120.59768351]",0.0,3.0,False
"[16.40820438, 120.59779877]",0.8,6.0,False
"[16.40801574, 120.59789562]",0.1,10.0,True
"[16.40787386, 120.59798818]",1.0,9.0,True
"[16.40778198, 120.59802803]",1.0,6.0,True
"[16.40767262, 120.59809742]",0.1,4.0,True
"[16.40764792, 120.5982295]",0.8,7.0,True
"[16.40783157, 120.59827646]",0.7,10.0,True
"[16.40792243, 120.59827212]",0.7,7.0,False
"[16.4080136, 120.59824792]",0.5,10.0,True
"[16.40810693, 120.59819981]",0.3,5.0,False
"[16.40829347, 120.59817933]",0.3,8.0,False
"[16.40843348, 120.59814932]",1.0,5.0,True
"[16.4085551, 120.59815527]",0.2,2.0,True
"[16.40867796, 120.59820328]",0.6,3.0,False
"[16.44914, 120.59051]",0.4,7.0,False
"[16.44912, 120.59051]",0.4,5.0,False
"[16.44894, 120.5905]",0.6,4.0,True
"[16.44876, 120.59049]",0.9,9.0,True
"[16.44858, 120.59048]",0.9,2.0,True
"[16.44844, 120.59047]",0.8,6.0,False
"[16.44839, 120.59042]",0.2,8.0,True
"[16.44818, 120.59038]",0.2,9.0,False
"[16.4481, 120.59039]",0.5,6.0,True
"[16.44802, 120.59041]",0.6,3.0,False
"[16.44796, 120.59042]",0.6,6.0,False
"[16.44788, 120.59044]",0.4,6.0,False
"[16.44779, 120.59048]",0.7,9.0,False
"[16.44778, 120.59048]",0.6,10.0,False
"[16.44747, 120.59064]",0.3,8.0,True
"[16.44711, 120.59082]",0.8,4.0,False
"[16.4468, 120.59099]",0.6,3.0,False
"[16.44652, 120.59109]",0.9,4.0,True
"[16.44631, 120.59115]",1.0,5.0,True
"[16.44626, 120.59116]",0.6,3.0,True
"[16.44609, 120.59119]",0.7,3.0,False
"[16.44608, 120.59119]",0.5,6.0,True
"[16.44605, 120.59124]",0.3,8.0,False
"[16.44593, 120.59128]",0.0,8.0,False
"[16.44584, 120.5913]",0.2,4.0,False
"[16.44568, 120.59134]",0.9,2.0,False
"[16.44562, 120.59136]",0.8,7.0,True
"[16.44529, 120.59143]",0.3,9.0,False
"[16.44508, 120.59148]",1.0,9.0,False
"[16.44497, 120.5915]",0.5,6.0,False
"[16.44489, 120.59147]",0.6,5.0,True
"[16.44431, 120.59159]",1.0,8.0,False
"[16.4443, 120.59159]",0.5,6.0,False
"[16.44426, 120.5916]",0.5,6.0,False
"[16.44401, 120.59175]",0.7,4.0,True
"[16.44382, 120.59187]",0.6,6.0,False
"[16.44368, 120.59195]",0.5,3.0,False
"[16.44353, 120.59205]",1.0,7.0,False
"[16.44325, 120.59222]",0.1,4.0,False
"[16.44302, 120.59236]",1.0,10.0,True
"[16.4426, 120.59264]",0.4,1.0,True
"[16.4425, 120.59271]",0.1,2.0,True
"[16.44229, 120.59286]",0.7,9.0,True
"[16.44209, 120.59299]",0.2,5.0,False
"[16.44208, 120.593]",0.2,4.0,False
"[16.442, 120.59305]",0.4,2.0,False
"[16.44189, 120.59313]",0.6,9.0,True
"[16.44136, 120.59353]",0.4,5.0,True
"[16.4413, 120.59359]",0.7,5.0,False
"[16.44128, 120.59361]",0.0,8.0,True
"[16.44121, 120.59368]",0.5,8.0,True
"[16.4409, 120.59411]",0.9,5.0,False
"[16.44089, 120.59412]",0.6,7.0,True
"[16.44069, 120.59443]",0.3,3.0,False
"[16.4406, 120.59455]",0.6,1.0,True
"[16.44056, 120.59462]",0.7,4.0,True
"[16.44048, 120.59469]",0.7,6.0,True
"[16.44036, 120.59475]",0.8,6.0,True
"[16.4403, 120.59477]",0.3,2.0,False
"[16.44023, 120.59478]",0.8,10.0,True
"[16.44018, 120.59478]",0.9,3.0,False
"[16.44016, 120.59478]",0.8,5.0,True
"[16.44001, 120.59477]",0.9,9.0,True
"[16.43972, 120.5947]",0.6,8.0,False
"[16.43964, 120.59472]",0.6,4.0,False
"[16.43946, 120.5947]",0.9,6.0,False
"[16.43928, 120.59468]",0.3,7.0,False
"[16.43916, 120.59467]",0.1,8.0,False
"[16.4391, 120.59467]",0.8,1.0,True
"[16.43892, 120.59468]",0.4,5.0,True
"[16.43889, 120.59468]",0.5,8.0,True
"[16.43874, 120.5947]",0.9,6.0,True
"[16.43856, 120.59473]",0.4,9.0,True
"[16.4385, 120.59473]",0.2,4.0,True
"[16.43838, 120.59476]",0.1,4.0,False
"[16.43834, 120.59477]",0.7,3.0,False
"[16.43823, 120.59479]",0.5,7.0,True
"[16.43803, 120.59485]",0.2,10.0,True
"[16.43755, 120.595]",0.8,3.0,True
"[16.43735, 120.59508]",1.0,8.0,True
"[16.43725, 120.59512]",0.7,7.0,True
"[16.4371, 120.59519]",0.4,8.0,False
"[16.43682, 120.5953]",0.5,5.0,False
"[16.43641, 120.59542]",0.5,7.0,True
"[16.43619, 120.59547]",0.8,6.0,True
"[16.43585, 120.59553]",0.7,6.0,True
"[16.43558, 120.5956]",1.0,4.0,True
"[16.4354, 120.59567]",0.1,8.0,True
"[16.4353, 120.5957]",0.9,4.0,False
"[16.43519, 120.59574]",0.6,4.0,True
"[16.43504, 120.59581]",0.9,2.0,True
"[16.43496, 120.59588]",0.9,5.0,True
"[16.43492, 120.59592]",0.0,2.0,True
"[16.43484, 120.59603]",0.6,8.0,False
"[16.43475, 120.59618]",0.9,9.0,True
"[16.4347, 120.59627]",0.5,7.0,True
"[16.43463, 120.59636]",0.4,2.0,False
"[16.4345, 120.59647]",0.0,6.0,True
"[16.43435, 120.5966]",0.5,6.0,True
"[16.43428, 120.59665]",0.3,6.0,False
"[16.43426, 120.59666]",0.1,5.0,False
"[16.43417, 120.59671]",0.4,1.0,False
"[16.4339, 120.59686]",0.3,1.0,False
"[16.43376, 120.59695]",0.7,3.0,False
"[16.43346, 120.59705]",0.3,8.0,False
"[16.43328, 120.59709]",0.5,10.0,True
"[16.43292, 120.5971]",0.3,8.0,False
"[16.43264, 120.5971]",0.1,7.0,True
"[16.43252, 120.59711]",0.6,8.0,False
"[16.43242, 120.59714]",0.6,4.0,True
"[16.43239, 120.59716]",0.9,6.0,True
"[16.43229, 120.5972]",0.0,7.0,True
"[16.43223, 120.59723]",0.2,5.0,True
"[16.43206, 120.59731]",0.8,8.0,True
"[16.43177, 120.59746]",0.8,3.0,True
"[16.43175, 120.59747]",0.3,10.0,True
"[16.43168, 120.59749]",0.5,8.0,True
"[16.43165, 120.59749]",0.2,9.0,False
"[16.43159, 120.59749]",0.7,9.0,False
"[16.43154, 120.59747]",0.5,4.0,False
"[16.4315, 120.59745]",0.5,3.0,False
"[16.43143, 120.5974]",0.7,4.0,True
"[16.43136, 120.59733]",0.7,9.0,False
"[16.43134, 120.59732]",0.4,5.0,True
"[16.43122, 120.59721]",0.5,7.0,False
"[16.43108, 120.59709]",0.9,1.0,True
"[16.43095, 120.59697]",0.7,2.0,False
"[16.43086, 120.59689]",0.1,3.0,False
"[16.43081, 120.59684]",1.0,5.0,True
"[16.43067, 120.59672]",0.6,10.0,True
"[16.43054, 120.5966]",0.8,3.0,False
"[16.4304, 120.59648]",0.9,7.0,False
"[16.43026, 120.59636]",0.8,2.0,False
"[16.43023, 120.59634]",0.1,6.0,False
"[16.43008, 120.5962]",0.9,3.0,False
"[16.42991, 120.59601]",0.8,8.0,False
"[16.42978, 120.59587]",0.4,1.0,True
"[16.42966, 120.59573]",0.2,1.0,False
"[16.42955, 120.59561]",0.9,6.0,True
"[16.42953, 120.5956]",0.4,7.0,False
"[16.42942, 120.59545]",0.6,3.0,False
"[16.42931, 120.59531]",0.7,1.0,True
"[16.42919, 120.59516]",0.6,5.0,False
"[16.42908, 120.59502]",0.5,8.0,True
"[16.42897, 120.59487]",0.8,5.0,False
"[16.42896, 120.59486]",0.0,3.0,True
"[16.42886, 120.59472]",0.8,8.0,True
"[16.42876, 120.59456]",0.7,10.0,False
"[16.42865, 120.59441]",0.6,7.0,False
"[16.42856, 120.59428]",1.0,1.0,True
"[16.42855, 120.59426]",0.4,5.0,True
"[16.42847, 120.59418]",0.5,3.0,False
"[16.42842, 120.59415]",0.2,9.0,False
"[16.42841, 120.59414]",0.7,5.0,True
"[16.42835, 120.59411]",0.2,4.0,True
"[16.42828, 120.5941]",0.9,6.0,True
"[16.42825, 120.59409]",0.1,8.0,True
"[16.42824, 120.59409]",0.9,4.0,False
"[16.42806, 120.5941]",0.9,8.0,True
"[16.42793, 120.59411]",0.9,6.0,False
"[16.42757, 120.59412]",0.0,4.0,True
"[16.42739, 120.59413]",0.3,5.0,True
"[16.42729, 120.5941]",0.2,5.0,True
"[16.42706, 120.59412]",0.8,1.0,True
"[16.427, 120.59412]",0.0,6.0,True
"[16.42687, 120.59412]",0.9,7.0,False
"[16.42675, 120.59411]",0.1,5.0,True
"[16.42659, 120.59409]",0.5,6.0,False
"[16.42647, 120.59408]",0.7,8.0,False
"[16.42641, 120.59407]",0.6,3.0,True
"[16.42635, 120.59406]",1.0,1.0,True
"[16.42627, 120.59404]",0.0,6.0,True
"[16.42623, 120.59403]",0.0,6.0,True
"[16.42621, 120.59403]",0.2,1.0,True
"[16.42613, 120.59399]",0.3,6.0,True
"[16.42608, 120.59396]",0.1,1.0,False
"[16.42607, 120.59396]",0.7,6.0,True
"[16.42602, 120.59392]",1.0,4.0,True
"[16.42592, 120.59384]",0.4,7.0,True
"[16.42586, 120.59378]",0.9,2.0,True
"[16.42581, 120.59371]",0.3,4.0,False
